Datetime,Close,High,Low,Open,Volume,Datetime,Close,High,Low,Open,Volume,Datetime,Close,High,Low,Open,Volume,Datetime,Close,High,Low,Open,Volume,Datetime,Close,High,Low,Open,Volume
,META,META,META,META,META,,AAPL,AAPL,AAPL,AAPL,AAPL,,AMZN,AMZN,AMZN,AMZN,AMZN,,NFLX,NFLX,NFLX,NFLX,NFLX,,GOOG,GOOG,GOOG,GOOG,GOOG
2025-11-04 18:30:00+00:00,630.2100219726562,632.7899780273438,629.3572998046875,629.4099731445312,1311694,2025-11-04 18:30:00+00:00,270.5104064941406,270.82000732421875,269.8699951171875,270.6099853515625,2562532,2025-11-04 18:30:00+00:00,249.75,250.3300018310547,249.3800048828125,249.85000610351562,2476098,2025-11-04 18:30:00+00:00,1090.7249755859375,1095.31005859375,1088.469970703125,1092.5400390625,257143,2025-11-04 18:30:00+00:00,278.67999267578125,279.1700134277344,277.3599853515625,277.4682922363281,964787
2025-11-04 19:30:00+00:00,629.52001953125,630.8671875,627.22998046875,630.2999877929688,1701854,2025-11-04 19:30:00+00:00,270.09051513671875,270.6099853515625,269.28271484375,270.5299987792969,2594188,2025-11-04 19:30:00+00:00,249.42999267578125,249.80029296875,248.86000061035156,249.75999450683594,2720927,2025-11-04 19:30:00+00:00,1088.31005859375,1091.699951171875,1086.6800537109375,1090.9100341796875,290816,2025-11-04 19:30:00+00:00,277.8599853515625,278.7099914550781,277.3399963378906,278.6650085449219,968618
2025-11-04 20:30:00+00:00,627.52001953125,630.3900146484375,626.2800903320312,629.469970703125,2071666,2025-11-04 20:30:00+00:00,270.2099914550781,270.4049987792969,269.5,270.1000061035156,3522361,2025-11-04 20:30:00+00:00,249.42999267578125,250.0800018310547,248.66000366210938,249.42999267578125,3662367,2025-11-04 20:30:00+00:00,1093.1500244140625,1093.1600341796875,1087.3800048828125,1088.31005859375,272686,2025-11-04 20:30:00+00:00,278.05999755859375,278.32879638671875,276.8689880371094,277.8500061035156,1520028
2025-11-05 14:30:00+00:00,637.405029296875,637.9500122070312,626.5374755859375,632.260009765625,5471038,2025-11-05 14:30:00+00:00,269.0101013183594,269.58990478515625,266.92999267578125,268.5899963378906,7995553,2025-11-05 14:30:00+00:00,248.60000610351562,249.24000549316406,246.16000366210938,248.80499267578125,6485371,2025-11-05 14:30:00+00:00,1086.5450439453125,1088.3599853515625,1073.3701171875,1084.93994140625,638609,2025-11-05 14:30:00+00:00,283.7087097167969,285.41180419921875,277.8800048828125,279.3800048828125,3637033
2025-11-05 15:30:00+00:00,637.530029296875,639.2244873046875,634.17041015625,637.405029296875,1720907,2025-11-05 15:30:00+00:00,270.2900085449219,270.3800048828125,268.760009765625,268.989990234375,2169435,2025-11-05 15:30:00+00:00,249.10000610351562,249.17999267578125,247.71099853515625,248.58999633789062,2756468,2025-11-05 15:30:00+00:00,1089.074951171875,1090.199951171875,1084.104248046875,1086.3900146484375,223480,2025-11-05 15:30:00+00:00,283.9800109863281,284.82501220703125,282.6600036621094,283.69500732421875,1199056
2025-11-05 16:30:00+00:00,637.3350219726562,640.9500122070312,636.4500122070312,637.5444946289062,1304419,2025-11-05 16:30:00+00:00,269.9700012207031,270.4700012207031,269.5,270.2799987792969,1631841,2025-11-05 16:30:00+00:00,249.80999755859375,249.85000610351562,248.67999267578125,249.08999633789062,2535880,2025-11-05 16:30:00+00:00,1097.364990234375,1100.8199462890625,1085.0999755859375,1089.1199951171875,402528,2025-11-05 16:30:00+00:00,283.5299987792969,285.30499267578125,283.32501220703125,284.0,1146936
2025-11-05 17:30:00+00:00,641.4099731445312,642.030029296875,637.1599731445312,637.260009765625,970573,2025-11-05 17:30:00+00:00,270.1199951171875,270.7900085449219,269.92999267578125,269.9700012207031,1426592,2025-11-05 17:30:00+00:00,249.97000122070312,251.0,249.4949951171875,249.8000030517578,2539301,2025-11-05 17:30:00+00:00,1092.6600341796875,1099.6099853515625,1089.6500244140625,1097.364990234375,215834,2025-11-05 17:30:00+00:00,283.864013671875,283.9547119140625,283.1099853515625,283.5799865722656,816093
2025-11-05 18:30:00+00:00,638.02001953125,642.22998046875,637.8300170898438,641.4202270507812,965574,2025-11-05 18:30:00+00:00,270.42999267578125,271.70001220703125,269.7699890136719,270.1099853515625,2651761,2025-11-05 18:30:00+00:00,249.12060546875,250.68499755859375,249.10000610351562,249.9600067138672,1955108,2025-11-05 18:30:00+00:00,1093.2015380859375,1096.1800537109375,1092.0999755859375,1092.5,151367,2025-11-05 18:30:00+00:00,284.4200134277344,286.67999267578125,283.3294982910156,283.885009765625,1827084
2025-11-05 19:30:00+00:00,639.0850219726562,640.5399780273438,637.8400268554688,638.0,767836,2025-11-05 19:30:00+00:00,269.6000061035156,271.5,269.5299987792969,270.4100036621094,2282746,2025-11-05 19:30:00+00:00,248.44000244140625,249.52499389648438,248.41000366210938,249.11000061035156,2222542,2025-11-05 19:30:00+00:00,1093.9595947265625,1095.4698486328125,1091.3189697265625,1093.155029296875,165530,2025-11-05 19:30:00+00:00,284.4100036621094,284.81939697265625,283.4599914550781,284.3900146484375,1022565
2025-11-05 20:30:00+00:00,636.0,639.780029296875,636.0,639.1500244140625,1111441,2025-11-05 20:30:00+00:00,270.1099853515625,270.3999938964844,268.9949951171875,269.6099853515625,3567904,2025-11-05 20:30:00+00:00,250.24000549316406,250.85000610351562,248.39089965820312,248.44000244140625,3985436,2025-11-05 20:30:00+00:00,1098.4599609375,1099.5,1093.5,1093.8299560546875,286006,2025-11-05 20:30:00+00:00,284.7799987792969,285.3900146484375,284.385009765625,284.42999267578125,1536190
2025-11-06 14:30:00+00:00,625.0599975585938,635.8499755859375,622.239990234375,635.75,4539909,2025-11-06 14:30:00+00:00,272.82000732421875,272.82000732421875,267.8900146484375,267.8900146484375,6762187,2025-11-06 14:30:00+00:00,247.1595001220703,250.3800048828125,246.5800018310547,249.22000122070312,7131629,2025-11-06 14:30:00+00:00,1093.06396484375,1099.0050048828125,1085.75,1095.1400146484375,499328,2025-11-06 14:30:00+00:00,285.2099914550781,288.80999755859375,284.2699890136719,285.7349853515625,4960015
2025-11-06 15:30:00+00:00,622.1599731445312,625.2100219726562,619.1799926757812,625.2100219726562,2536887,2025-11-06 15:30:00+00:00,272.1814880371094,273.3999938964844,271.55010986328125,272.8280029296875,5580072,2025-11-06 15:30:00+00:00,243.66000366210938,247.2899932861328,242.89999389648438,247.1999969482422,4884480,2025-11-06 15:30:00+00:00,1100.8299560546875,1103.2099609375,1092.4300537109375,1093.39501953125,370479,2025-11-06 15:30:00+00:00,284.1907043457031,285.3399963378906,281.6199951171875,285.2300109863281,1908302
2025-11-06 16:30:00+00:00,624.3900146484375,624.6298828125,618.7999877929688,622.2564086914062,1585014,2025-11-06 16:30:00+00:00,271.42498779296875,272.2200012207031,270.3900146484375,272.17999267578125,3198033,2025-11-06 16:30:00+00:00,243.94000244140625,244.0749969482422,242.1699981689453,243.64999389648438,3243623,2025-11-06 16:30:00+00:00,1102.1800537109375,1103.699951171875,1097.1500244140625,1100.8399658203125,266958,2025-11-06 16:30:00+00:00,285.4949951171875,285.5342102050781,283.42999267578125,284.2596130371094,1589151
2025-11-06 17:30:00+00:00,623.4400024414062,626.0,622.1099853515625,624.3400268554688,1306807,2025-11-06 17:30:00+00:00,271.3500061035156,272.56500244140625,270.9200134277344,271.4200134277344,2621839,2025-11-06 17:30:00+00:00,244.11000061035156,244.74000549316406,243.3800048828125,243.9600067138672,2169963,2025-11-06 17:30:00+00:00,1094.0999755859375,1103.0699462890625,1091.7349853515625,1102.0799560546875,186616,2025-11-06 17:30:00+00:00,285.94000244140625,286.92999267578125,284.94000244140625,285.45001220703125,1137746
2025-11-06 18:30:00+00:00,624.7550048828125,625.7899780273438,621.7537231445312,623.4099731445312,1121435,2025-11-06 18:30:00+00:00,271.9901123046875,272.1600036621094,271.0203857421875,271.3699951171875,1783486,2025-11-06 18:30:00+00:00,245.40989685058594,245.50999450683594,243.8300018310547,244.10000610351562,2267194,2025-11-06 18:30:00+00:00,1090.2950439453125,1094.530029296875,1085.1300048828125,1094.1700439453125,290539,2025-11-06 18:30:00+00:00,287.5696105957031,287.79998779296875,285.6099853515625,285.92999267578125,1058616
2025-11-06 19:30:00+00:00,621.4000244140625,625.7899780273438,621.3001098632812,624.7750854492188,980154,2025-11-06 19:30:00+00:00,271.2099914550781,272.20001220703125,270.7349853515625,272.0050048828125,2198935,2025-11-06 19:30:00+00:00,244.1199951171875,245.5399932861328,244.08999633789062,245.40499877929688,2189143,2025-11-06 19:30:00+00:00,1093.0799560546875,1094.4512939453125,1087.9100341796875,1090.5155029296875,178280,2025-11-06 19:30:00+00:00,285.8349914550781,287.7200012207031,285.489990234375,287.53009033203125,992507
2025-11-06 20:30:00+00:00,619.0999755859375,621.8599853515625,618.0,621.3499755859375,1587235,2025-11-06 20:30:00+00:00,269.6600036621094,271.52020263671875,269.5950012207031,271.20001220703125,14262779,2025-11-06 20:30:00+00:00,243.0800018310547,244.52499389648438,242.64999389648438,244.1199951171875,4062106,2025-11-06 20:30:00+00:00,1097.3900146484375,1098.5899658203125,1092.0001220703125,1093.280029296875,420333,2025-11-06 20:30:00+00:00,285.3500061035156,286.3299865722656,284.80999755859375,285.8500061035156,8286741
2025-11-07 14:30:00+00:00,606.5928955078125,617.4000244140625,603.6901245117188,616.4849853515625,7313599,2025-11-07 14:30:00+00:00,271.5799865722656,272.2900085449219,267.2699890136719,269.7950134277344,7855390,2025-11-07 14:30:00+00:00,240.9499969482422,243.1699981689453,239.14999389648438,242.89999389648438,8509805,2025-11-07 14:30:00+00:00,1101.5699462890625,1108.219970703125,1087.800048828125,1094.175048828125,555821,2025-11-07 14:30:00+00:00,278.7900085449219,284.5,276.3900146484375,284.17999267578125,4694504
2025-11-07 15:30:00+00:00,604.5499877929688,607.5,601.2000122070312,606.739990234375,3038387,2025-11-07 15:30:00+00:00,269.5299987792969,271.9700012207031,269.4800109863281,271.55999755859375,3991205,2025-11-07 15:30:00+00:00,240.00999450683594,241.2100067138672,239.1999969482422,240.97000122070312,3329016,2025-11-07 15:30:00+00:00,1092.3900146484375,1103.8900146484375,1090.380126953125,1101.5899658203125,309383,2025-11-07 15:30:00+00:00,277.1709899902344,279.11248779296875,276.3699951171875,278.760986328125,2407170
2025-11-07 16:30:00+00:00,608.219970703125,609.0999755859375,602.5599975585938,604.4400024414062,2213507,2025-11-07 16:30:00+00:00,269.1099853515625,269.8900146484375,268.32000732421875,269.5199890136719,3276263,2025-11-07 16:30:00+00:00,239.75999450683594,240.13999938964844,238.49000549316406,240.0,2366012,2025-11-07 16:30:00+00:00,1090.6939697265625,1097.06005859375,1087.6700439453125,1092.2149658203125,253578,2025-11-07 16:30:00+00:00,277.8699951171875,278.2699890136719,275.739990234375,277.17498779296875,1326205
2025-11-07 17:30:00+00:00,612.8026733398438,613.2000122070312,606.5399780273438,608.1099853515625,1706288,2025-11-07 17:30:00+00:00,268.45001220703125,269.1400146484375,268.0588073730469,269.114990234375,2041690,2025-11-07 17:30:00+00:00,240.5500030517578,240.8300018310547,239.3000030517578,239.74000549316406,1973604,2025-11-07 17:30:00+00:00,1095.530029296875,1095.7598876953125,1087.5,1090.8798828125,236611,2025-11-07 17:30:00+00:00,278.1033935546875,278.3629150390625,277.07000732421875,277.8500061035156,961157
2025-11-07 18:30:00+00:00,614.9080200195312,615.389892578125,611.22998046875,612.844970703125,1435624,2025-11-07 18:30:00+00:00,267.25,268.6600036621094,267.0950012207031,268.45001220703125,2217548,2025-11-07 18:30:00+00:00,241.48989868164062,241.66000366210938,240.2100067138672,240.53500366210938,3858846,2025-11-07 18:30:00+00:00,1096.1099853515625,1097.083740234375,1092.75,1095.550048828125,144383,2025-11-07 18:30:00+00:00,277.82000732421875,278.3900146484375,277.0400085449219,278.1000061035156,887889
2025-11-07 19:30:00+00:00,618.3499755859375,620.5,614.7000732421875,614.97998046875,1869908,2025-11-07 19:30:00+00:00,267.7598876953125,268.5,266.7799987792969,267.260009765625,3921327,2025-11-07 19:30:00+00:00,243.3699951171875,243.82000732421875,241.49000549316406,241.49000549316406,3687165,2025-11-07 19:30:00+00:00,1101.3900146484375,1103.2900390625,1095.81005859375,1096.0999755859375,259746,2025-11-07 19:30:00+00:00,278.9909973144531,280.0899963378906,277.8599853515625,277.8599853515625,1213164
2025-11-07 20:30:00+00:00,621.5999755859375,622.1300048828125,617.6300048828125,618.344970703125,1475525,2025-11-07 20:30:00+00:00,268.4200134277344,268.5799865722656,267.69000244140625,267.760009765625,3276821,2025-11-07 20:30:00+00:00,244.41000366210938,244.89999389648438,243.3800048828125,243.41000366210938,3082318,2025-11-07 20:30:00+00:00,1103.3800048828125,1104.4100341796875,1098.050048828125,1101.4000244140625,278871,2025-11-07 20:30:00+00:00,279.6300048828125,279.82000732421875,278.79998779296875,278.989990234375,1389312
